"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SP5"
"48","GTD","Bryan Sellers","70","1:22.468","1:38:00.980","Green","Track","4.222","7.360","4.459","8.677","7.639","1.982","0.532","7.037","14.952","15.278","5.789","4.541","153.794"
"93","GTD","Lawson Aschenbach","70","1:22.675","1:38:01.607","Green","Track","4.291","7.522","4.342","8.492","7.584","1.969","0.528","7.074","15.187","15.319","5.772","4.595","154.959"
"52","P","Sebastian Saavedra","75","1:17.724","1:38:02.068","Green","Track","3.884","6.609","4.020","7.901","6.970","1.822","0.490","6.652","15.281","14.438","5.374","4.283","166.976"
"66","GTLM","Joey Hand","71","1:57.791","1:38:03.144","Green","Track","35.884","9.924","4.689","8.981","7.621","1.963","0.526","7.312","15.392","15.269","5.673","4.557","155.548"
"4","GTLM","Oliver Gavin","71","1:19.843","1:38:07.089","Green","Track","4.163","7.108","4.284","8.191","7.532","1.949","0.523","6.751","14.663","14.671","5.480","4.528","156.440"
"99","P","Stephen Simpson","75","1:15.435","1:38:10.171","Green","Track","3.824","6.389","3.934","7.695","6.927","1.800","0.482","6.334","13.905","14.068","5.717","4.360","169.747"
"75","GTD","Maro Engel","54","1:23.691","1:38:10.179","Green","Track","4.290","7.332","4.358","9.131","7.954","2.036","0.544","7.260","15.229","15.248","5.646","4.663","150.401"
"22","P","Pipo Derani","75","1:14.669","1:38:10.363","Green","Track","3.796","6.378","3.935","7.879","6.863","1.801","0.484","6.425","13.947","13.642","5.295","4.224","169.046"
"31","P","Felipe Nasr","75","1:14.101","1:38:12.442","Green","Track","3.834","6.224","3.966","7.841","7.061","1.842","0.496","6.388","13.551","13.493","5.188","4.217","164.956"
"55","P","Spencer Pigot","73","3:19.304","1:38:13.745","Green","Pit","4.021","6.713","4.418","8.423","7.089","1.850","0.499","7.065","14.922","14.766","6.906","122.632","163.964"
"912","GTLM","Laurens Vanthoor","72","1:20.794","1:38:25.884","Green","Track","4.072","7.414","4.392","8.261","7.427","1.940","0.520","6.861","14.764","14.940","5.666","4.537","157.343"
"85","P","Simon Trummer","74","1:17.069","1:38:25.977","Green","Track","3.838","6.458","4.234","8.475","7.014","1.817","0.488","6.343","13.995","14.331","5.700","4.376","167.660"
"7","P","Ricky Taylor","76","1:15.393","1:38:27.507","Green","Track","3.792","6.136","3.919","7.724","6.894","1.797","0.483","6.632","14.782","13.758","5.201","4.275","169.396"
"6","P","Juan Pablo Montoya","76","1:15.137","1:38:31.286","Green","Track","3.835","6.283","3.948","7.972","6.942","1.811","0.488","6.535","13.834","13.627","5.524","4.338","167.660"
"96","GTD","Bill Auberlen","70","1:26.453","1:38:31.349","Green","Track","4.222","9.053","4.824","8.969","7.616","1.964","0.527","7.149","16.152","15.567","5.650","4.760","155.253"
"67","GTLM","Richard Westbrook","72","1:20.739","1:38:34.493","Green","Track","4.171","7.095","4.313","8.287","7.482","1.944","0.521","7.056","14.876","14.902","5.551","4.541","157.041"
"77","P","Tristan Nunez","76","1:16.956","1:38:40.410","Green","Track","4.002","6.929","4.088","7.914","6.978","1.833","0.494","6.663","14.593","13.993","5.268","4.201","165.624"
"25","GTLM","Connor De Phillippi","72","1:20.474","1:38:42.251","Green","Track","4.109","7.020","4.352","8.237","7.289","1.903","0.511","6.819","14.841","15.247","5.630","4.516","160.114"
"54","P","Colin Braun","74","1:16.471","1:38:43.564","Green","Track","3.819","6.606","3.998","8.006","6.993","1.809","0.485","6.437","14.526","14.123","5.311","4.358","168.697"
"58","GTD","Patrick Long","70","1:22.595","1:38:45.544","Green","Track","4.271","7.374","4.400","8.477","7.640","1.981","0.532","6.935","15.093","15.662","5.651","4.579","153.794"
"3","GTLM","Jan Magnussen","72","1:27.675","1:38:47.410","Green","Pit","4.146","7.135","4.303","8.259","7.391","1.922","0.517","6.666","14.892","14.978","6.509","10.957","158.256"
"16","GTD","Wolf Henzler","69","1:22.501","1:38:51.809","Green","Track","4.317","7.430","4.468","8.518","7.666","1.991","0.535","6.970","15.098","15.268","5.691","4.549","152.931"
"5","P","Filipe Albuquerque","76","1:15.557","1:38:51.929","Green","Track","3.909","6.504","4.070","7.898","7.065","1.839","0.495","6.514","13.797","13.954","5.280","4.232","165.289"
"2","P","Ryan Dalziel","75","1:24.589","1:38:54.370","Green","Pit","4.142","6.955","4.064","8.145","6.900","1.800","0.486","6.653","14.159","14.105","6.361","10.819","168.350"
"44","GTD","Andy Lally","70","1:22.562","1:38:56.546","Green","Track","4.325","7.377","4.427","8.451","7.728","2.006","0.537","6.840","15.133","15.403","5.657","4.678","152.362"
"10","P","Jordan Taylor","76","1:16.623","1:38:58.469","Green","Track","3.906","6.457","4.107","7.956","7.069","1.856","0.499","6.468","13.853","14.424","5.675","4.353","163.964"
"33","GTD","Jeroen Bleekemolen","70","1:29.847","1:38:58.688","Green","Pit","4.264","7.473","4.479","8.615","7.628","1.984","0.532","6.993","15.027","15.329","6.833","10.690","153.794"
"63","GTD","Alessandro Balzan","70","1:22.630","1:38:59.041","Green","Track","4.309","7.352","4.381","8.338","7.600","1.983","0.532","6.980","15.059","15.391","5.847","4.858","153.794"
"14","GTD","Dominik Baumann","71","1:22.366","1:39:02.767","Green","Track","4.250","7.352","4.424","8.684","7.640","1.977","0.531","6.907","15.100","15.220","5.637","4.644","154.083"
"38","P","Kyle Masson","75","1:14.710","1:39:11.049","Green","Track","3.800","6.221","3.972","7.939","6.965","1.807","0.484","6.545","13.746","13.605","5.366","4.260","169.046"
"52","P","Sebastian Saavedra","76","1:19.617","1:39:21.685","Green","Track","4.076","7.218","4.167","8.073","7.029","1.826","0.489","7.264","15.346","14.460","5.366","4.303","167.317"
"15","GTD","David Heinemeier Hansson","71","1:22.906","1:39:22.990","Green","Track","4.250","7.265","4.353","8.495","7.663","1.997","0.534","7.291","15.281","15.445","5.685","4.647","153.218"
"66","GTLM","Joey Hand","72","1:21.478","1:39:24.622","Green","Track","4.314","7.235","4.395","8.347","7.538","1.962","0.526","7.104","14.871","15.133","5.519","4.534","155.548"
"86","GTD","Alvaro Parente","71","1:28.918","1:39:26.469","Green","Pit","4.242","7.240","4.359","8.303","7.595","1.988","0.534","6.759","15.074","15.409","6.490","10.925","153.218"
"911","GTLM","Patrick Pilet","72","1:34.489","1:39:28.227","Green","Track","12.684","9.529","4.750","8.807","7.588","1.980","0.529","7.343","15.451","15.486","5.586","4.756","154.666"
"99","P","Stephen Simpson","76","1:18.937","1:39:29.108","Green","Track","3.885","6.389","3.929","7.830","6.918","1.797","0.481","6.508","14.933","15.220","5.714","5.333","170.100"
"31","P","Felipe Nasr","76","1:16.728","1:39:29.170","Green","Track","3.837","6.379","4.129","8.057","7.056","1.842","0.497","6.576","13.800","14.080","5.523","4.952","164.624"
"24","GTLM","Jesse Krohn","72","2:02.295","1:39:29.208","Green","Pit","4.161","7.251","4.352","8.405","7.437","1.920","0.516","6.877","14.872","15.196","6.441","44.867","158.562"
"22","P","Pipo Derani","76","1:18.986","1:39:29.349","Green","Track","3.892","6.678","3.939","7.970","6.857","1.796","0.483","6.514","14.511","15.435","5.594","5.317","169.396"
"4","GTLM","Oliver Gavin","72","1:22.513","1:39:29.602","Green","Track","4.137","7.035","4.315","8.158","7.490","1.943","0.522","6.824","15.119","16.047","5.811","5.112","156.740"
"48","GTD","Bryan Sellers","71","1:30.001","1:39:30.981","Green","Pit","4.222","7.413","4.358","8.422","7.638","1.985","0.532","7.010","15.292","15.371","6.851","10.907","153.794"
"93","GTD","Lawson Aschenbach","71","1:29.824","1:39:31.431","Green","Pit","4.289","7.441","4.427","8.417","7.577","1.977","0.530","6.962","15.261","15.419","6.761","10.763","154.374"
"75","GTD","Maro Engel","55","1:23.734","1:39:33.913","Green","Track","4.334","7.506","4.373","9.205","7.896","2.016","0.540","7.004","15.286","15.299","5.641","4.634","151.515"
"85","P","Simon Trummer","75","1:14.915","1:39:40.892","Green","Track","3.870","6.376","3.949","7.882","6.982","1.820","0.489","6.385","13.887","13.680","5.277","4.318","167.317"
"7","P","Ricky Taylor","77","1:14.278","1:39:41.785","Green","Track","3.792","6.226","3.959","7.877","6.966","1.814","0.487","6.360","13.741","13.653","5.117","4.286","168.004"
"6","P","Juan Pablo Montoya","77","1:15.160","1:39:46.446","Green","Track","3.850","6.266","3.966","7.875","7.055","1.834","0.492","6.481","13.932","13.898","5.190","4.321","166.297"
"96","GTD","Bill Auberlen","71","1:22.252","1:39:53.601","Green","Track","4.309","7.415","4.347","8.454","7.568","1.971","0.529","6.962","15.154","15.301","5.667","4.575","154.666"
"67","GTLM","Richard Westbrook","73","1:20.367","1:39:54.860","Green","Track","4.174","7.071","4.314","8.250","7.479","1.940","0.519","6.831","14.778","14.908","5.537","4.566","157.646"
"77","P","Tristan Nunez","77","1:14.721","1:39:55.131","Green","Track","3.897","6.364","4.030","7.872","7.001","1.852","0.497","6.464","13.643","13.584","5.245","4.272","164.624"
"54","P","Colin Braun","75","1:15.437","1:39:59.001","Green","Track","3.812","6.507","4.036","8.044","6.991","1.813","0.486","6.410","13.999","13.725","5.354","4.260","168.350"
"25","GTLM","Connor De Phillippi","73","1:20.719","1:40:02.970","Green","Track","4.123","7.142","4.292","8.689","7.340","1.913","0.513","6.946","14.721","14.927","5.623","4.490","159.490"
"58","GTD","Patrick Long","71","1:22.172","1:40:07.716","Green","Track","4.247","7.374","4.393","8.390","7.648","1.986","0.534","6.913","15.105","15.399","5.578","4.605","153.218"
"5","P","Filipe Albuquerque","77","1:15.846","1:40:07.775","Green","Track","3.896","6.727","4.083","7.888","7.057","1.845","0.496","6.496","13.771","13.831","5.480","4.276","164.956"
"16","GTD","Wolf Henzler","70","1:22.095","1:40:13.904","Green","Track","4.314","7.366","4.429","8.395","7.674","2.001","0.537","6.960","15.001","15.209","5.627","4.582","152.362"
"10","P","Jordan Taylor","77","1:16.101","1:40:14.570","Green","Track","3.919","6.466","4.102","8.289","7.157","1.873","0.503","6.437","13.892","13.877","5.303","4.283","162.660"
"44","GTD","Andy Lally","71","1:23.076","1:40:19.622","Green","Track","4.371","7.446","4.468","8.805","7.775","2.012","0.539","6.941","15.105","15.335","5.655","4.624","151.796"
"912","GTLM","Laurens Vanthoor","73","1:57.535","1:40:23.419","Green","Pit","4.237","7.261","4.438","8.347","7.464","1.947","0.524","6.917","14.707","15.174","6.557","39.962","156.142"
"14","GTD","Dominik Baumann","72","1:22.216","1:40:24.983","Green","Track","4.248","7.306","4.327","8.478","7.651","1.980","0.531","6.886","15.151","15.281","5.746","4.631","154.083"
"38","P","Kyle Masson","76","1:14.822","1:40:25.871","Green","Track","3.797","6.326","3.984","7.939","6.960","1.805","0.483","6.517","13.831","13.678","5.304","4.198","169.396"
"63","GTD","Alessandro Balzan","71","1:29.606","1:40:28.647","Green","Pit","4.295","7.393","4.397","8.325","7.637","1.990","0.532","6.985","15.086","15.433","6.659","10.874","153.794"
"52","P","Sebastian Saavedra","77","1:15.048","1:40:36.733","Green","Track","3.892","6.464","4.015","7.808","6.984","1.824","0.490","6.177","14.087","13.830","5.220","4.257","166.976"
"3","GTLM","Jan Magnussen","73","1:59.217","1:40:46.627","Green","Track","37.735","9.575","4.798","8.825","7.672","1.986","0.532","7.215","15.423","15.342","5.600","4.514","153.794"
"31","P","Felipe Nasr","77","1:17.578","1:40:46.748","Green","Track","4.048","6.735","4.095","7.896","7.039","1.835","0.494","6.690","14.172","14.599","5.670","4.305","165.624"
"66","GTLM","Joey Hand","73","1:22.618","1:40:47.240","Green","Track","4.242","7.525","4.464","8.386","7.549","1.959","0.524","6.981","15.183","15.576","5.709","4.520","156.142"
"99","P","Stephen Simpson","77","1:18.425","1:40:47.533","Green","Track","4.165","6.892","4.140","8.207","6.962","1.793","0.481","6.617","15.061","14.436","5.373","4.298","170.100"
"22","P","Pipo Derani","77","1:18.647","1:40:47.996","Green","Track","4.104","6.997","4.158","8.532","6.884","1.791","0.483","6.625","14.773","14.669","5.423","4.208","169.396"
"15","GTD","David Heinemeier Hansson","72","1:26.632","1:40:49.622","Green","Track","4.238","9.377","4.686","8.798","7.759","2.016","0.539","7.123","15.861","15.804","5.700","4.731","151.796"
"911","GTLM","Patrick Pilet","73","1:22.325","1:40:50.552","Green","Track","4.349","7.367","4.453","8.534","7.524","1.956","0.522","7.207","15.151","15.169","5.535","4.558","156.740"
"4","GTLM","Oliver Gavin","73","1:21.265","1:40:50.867","Green","Track","4.394","7.293","4.337","8.344","7.522","1.940","0.519","6.852","14.878","14.968","5.682","4.536","157.646"
"85","P","Simon Trummer","76","1:15.069","1:40:55.961","Green","Track","3.802","6.334","3.910","7.878","6.967","1.812","0.486","6.271","13.965","13.778","5.586","4.280","168.350"
"75","GTD","Maro Engel","56","1:22.035","1:40:55.948","Green","Track","4.318","7.347","4.379","8.421","7.640","1.990","0.533","6.947","15.085","15.161","5.639","4.575","153.505"
"7","P","Ricky Taylor","78","1:14.410","1:40:56.195","Green","Track","3.780","6.197","3.893","7.893","6.880","1.796","0.482","6.455","13.831","13.680","5.289","4.234","169.747"
"2","P","Ryan Dalziel","76","2:07.089","1:41:01.459","Green","Track","48.057","10.249","4.667","8.953","7.099","1.844","0.496","7.086","14.955","14.226","5.230","4.227","164.956"
"6","P","Juan Pablo Montoya","78","1:15.570","1:41:02.016","Green","Track","3.843","6.298","3.976","7.883","6.998","1.816","0.486","6.909","13.917","13.830","5.389","4.225","168.350"
"24","GTLM","Jesse Krohn","73","1:37.971","1:41:07.179","Green","Track","12.672","10.541","4.998","9.384","7.726","1.973","0.528","8.120","15.979","15.661","5.605","4.784","154.959"
"77","P","Tristan Nunez","78","1:14.876","1:41:10.007","Green","Track","3.924","6.520","3.998","7.919","7.005","1.850","0.497","6.506","13.746","13.505","5.177","4.229","164.624"
"96","GTD","Bill Auberlen","72","1:23.325","1:41:16.926","Green","Track","4.210","7.379","4.409","8.698","7.578","1.966","0.527","6.961","15.246","16.106","5.692","4.553","155.253"
"54","P","Colin Braun","76","1:18.144","1:41:17.145","Green","Track","3.817","6.497","4.026","7.930","6.959","1.799","0.481","6.601","14.344","15.400","5.864","4.426","170.100"
"33","GTD","Jeroen Bleekemolen","71","2:20.626","1:41:19.314","Green","Track","57.457","9.937","4.703","9.114","7.730","2.012","0.539","7.484","15.693","15.580","5.718","4.659","151.796"
"67","GTLM","Richard Westbrook","74","1:28.335","1:41:23.195","Green","Pit","4.293","7.198","4.316","8.284","7.442","1.924","0.515","6.944","15.085","15.129","6.565","10.640","158.870"
"25","GTLM","Connor De Phillippi","74","1:20.454","1:41:23.424","Green","Track","4.145","7.090","4.305","8.381","7.393","1.921","0.516","7.043","14.705","14.917","5.479","4.559","158.562"
"5","P","Filipe Albuquerque","78","1:15.806","1:41:23.581","Green","Track","3.922","6.645","4.062","7.809","7.020","1.837","0.494","6.502","13.843","13.884","5.489","4.299","165.624"
"58","GTD","Patrick Long","72","1:22.616","1:41:30.332","Green","Track","4.305","7.560","4.416","8.474","7.654","1.983","0.532","6.931","15.103","15.344","5.744","4.570","153.794"
"10","P","Jordan Taylor","78","1:16.903","1:41:31.473","Green","Track","4.051","6.915","4.109","7.900","7.081","1.855","0.498","6.524","14.123","14.248","5.317","4.282","164.294"
"86","GTD","Alvaro Parente","72","2:06.660","1:41:33.129","Green","Track","45.045","9.720","4.635","8.669","7.654","2.008","0.539","7.049","15.526","15.554","5.655","4.606","151.796"
"16","GTD","Wolf Henzler","71","1:22.031","1:41:35.935","Green","Track","4.303","7.302","4.427","8.508","7.652","1.990","0.535","6.909","15.054","15.139","5.685","4.527","152.931"
"48","GTD","Bryan Sellers","72","2:07.274","1:41:38.255","Green","Track","44.700","10.073","4.754","8.956","7.788","2.024","0.542","7.213","15.566","15.399","5.691","4.568","150.956"
"44","GTD","Andy Lally","72","1:22.702","1:41:42.324","Green","Track","4.378","7.429","4.425","8.449","7.735","2.007","0.539","6.971","15.119","15.236","5.701","4.713","151.796"
"38","P","Kyle Masson","77","1:16.527","1:41:42.398","Green","Track","3.823","6.831","4.110","7.916","6.884","1.796","0.480","6.575","13.819","14.161","5.741","4.391","170.455"
"93","GTD","Lawson Aschenbach","72","2:15.275","1:41:46.706","Green","Track","52.864","10.028","4.712","8.877","7.705","2.012","0.542","7.116","15.650","15.484","5.647","4.638","150.956"
"14","GTD","Dominik Baumann","73","1:22.630","1:41:47.613","Green","Track","4.237","7.316","4.451","8.614","7.666","1.973","0.528","6.908","15.181","15.353","5.797","4.606","154.959"
"52","P","Sebastian Saavedra","78","1:15.472","1:41:52.205","Green","Track","3.897","6.524","3.965","8.285","7.027","1.831","0.492","6.365","13.994","13.628","5.196","4.268","166.297"
"912","GTLM","Laurens Vanthoor","74","1:33.520","1:41:56.939","Green","Track","12.651","9.489","4.780","8.796","7.566","1.967","0.527","7.221","15.186","15.304","5.565","4.468","155.253"
"31","P","Felipe Nasr","78","1:14.892","1:42:01.640","Green","Track","3.892","6.508","4.030","7.843","7.044","1.844","0.496","6.486","13.632","13.587","5.334","4.196","164.956"
"99","P","Stephen Simpson","78","1:15.402","1:42:02.935","Green","Track","3.841","6.739","4.011","7.886","6.924","1.799","0.482","6.328","13.970","13.888","5.248","4.286","169.747"
"22","P","Pipo Derani","78","1:16.268","1:42:04.264","Green","Track","3.866","6.890","4.139","8.319","6.916","1.813","0.486","6.535","14.035","13.811","5.217","4.241","168.350"
"3","GTLM","Jan Magnussen","74","1:21.536","1:42:08.163","Green","Track","4.247","7.296","4.486","8.385","7.530","1.952","0.523","7.039","14.889","15.030","5.619","4.540","156.440"
"66","GTLM","Joey Hand","74","1:21.219","1:42:08.459","Green","Track","4.317","7.207","4.424","8.471","7.486","1.942","0.521","6.923","14.794","14.872","5.708","4.554","157.041"
"15","GTD","David Heinemeier Hansson","73","1:22.582","1:42:12.204","Green","Track","4.307","7.281","4.390","8.666","7.679","1.996","0.534","7.088","15.142","15.269","5.631","4.599","153.218"
"911","GTLM","Patrick Pilet","74","1:21.880","1:42:12.432","Green","Track","4.263","7.200","4.356","8.349","7.503","1.956","0.522","7.310","15.073","15.253","5.583","4.512","156.740"
"85","P","Simon Trummer","77","1:16.679","1:42:12.640","Green","Track","3.821","6.358","3.906","7.955","6.966","1.806","0.485","6.391","14.085","14.912","5.663","4.331","168.697"
"4","GTLM","Oliver Gavin","74","1:22.353","1:42:13.220","Green","Track","4.229","7.174","4.307","8.410","7.459","1.928","0.515","7.297","15.186","15.496","5.762","4.590","158.870"
"7","P","Ricky Taylor","79","1:17.160","1:42:13.355","Green","Track","3.838","6.694","4.003","7.933","6.893","1.796","0.484","6.490","13.960","15.069","5.662","4.338","169.046"
"6","P","Juan Pablo Montoya","79","1:15.532","1:42:17.548","Green","Track","3.846","6.311","4.036","7.921","6.966","1.805","0.485","6.598","13.932","14.053","5.352","4.227","168.697"
"75","GTD","Maro Engel","57","1:22.546","1:42:18.494","Green","Track","4.341","7.483","4.380","8.426","7.623","1.984","0.532","6.893","15.087","15.373","5.771","4.653","153.794"
"2","P","Ryan Dalziel","77","1:17.433","1:42:18.892","Green","Track","3.878","6.492","4.014","8.024","6.955","1.830","0.516","7.265","14.540","14.327","5.314","4.278","158.562"
"77","P","Tristan Nunez","79","1:14.863","1:42:24.870","Green","Track","3.847","6.285","4.052","7.995","6.970","1.836","0.497","6.725","13.741","13.528","5.192","4.195","164.624"
"24","GTLM","Jesse Krohn","74","1:21.429","1:42:28.608","Green","Track","4.291","7.226","4.371","8.552","7.448","1.938","0.521","7.159","14.844","15.067","5.407","4.605","157.041"
"54","P","Colin Braun","77","1:16.228","1:42:33.373","Green","Track","3.931","6.784","4.089","8.018","6.990","1.815","0.487","6.420","14.076","13.935","5.412","4.271","168.004"
"63","GTD","Alessandro Balzan","72","2:09.892","1:42:38.539","Green","Track","46.669","10.288","4.747","8.901","7.787","2.030","0.542","7.291","15.563","15.666","5.764","4.644","150.956"
"96","GTD","Bill Auberlen","73","1:22.398","1:42:39.324","Green","Track","4.350","7.454","4.360","8.480","7.568","1.959","0.527","6.936","15.138","15.360","5.687","4.579","155.253"
"5","P","Filipe Albuquerque","79","1:16.803","1:42:40.384","Green","Track","3.898","6.846","4.120","7.841","7.029","1.831","0.493","6.632","14.240","14.255","5.354","4.264","165.960"
"33","GTD","Jeroen Bleekemolen","72","1:22.811","1:42:42.125","Green","Track","4.307","7.518","4.451","8.409","7.722","2.008","0.540","7.135","14.977","15.535","5.594","4.615","151.515"
"25","GTLM","Connor De Phillippi","75","1:20.164","1:42:43.588","Green","Track","4.175","7.234","4.292","8.410","7.293","1.902","0.511","6.846","14.678","14.814","5.559","4.450","160.114"
"10","P","Jordan Taylor","79","1:15.562","1:42:47.035","Green","Track","3.922","6.643","4.100","7.920","7.090","1.862","0.501","6.509","13.759","13.706","5.315","4.235","163.310"
"86","GTD","Alvaro Parente","73","1:21.868","1:42:54.997","Green","Track","4.286","7.404","4.405","8.401","7.670","2.004","0.538","6.886","15.033","15.107","5.590","4.544","152.078"
"16","GTD","Wolf Henzler","72","1:22.029","1:42:57.964","Green","Track","4.321","7.331","4.416","8.352","7.629","1.989","0.534","7.032","14.951","15.319","5.630","4.525","153.218"
"38","P","Kyle Masson","78","1:17.245","1:42:59.643","Green","Track","3.919","6.411","4.028","7.995","6.944","1.799","0.481","6.687","14.773","14.511","5.426","4.271","170.100"
"48","GTD","Bryan Sellers","73","1:22.728","1:43:00.983","Green","Track","4.283","7.414","4.390","8.332","7.676","2.003","0.538","7.094","15.147","15.581","5.699","4.571","152.078"
"44","GTD","Andy Lally","73","1:23.014","1:43:05.338","Green","Track","4.387","7.436","4.431","8.620","7.743","2.003","0.538","6.987","15.249","15.298","5.644","4.678","152.078"
"93","GTD","Lawson Aschenbach","73","1:22.033","1:43:08.739","Green","Track","4.311","7.445","4.396","8.430","7.661","2.000","0.537","6.982","15.072","15.085","5.546","4.568","152.362"
"52","P","Sebastian Saavedra","79","1:16.762","1:43:08.967","Green","Track","3.863","6.495","3.958","7.808","6.953","1.814","0.487","6.298","14.952","14.618","5.290","4.226","168.004"
"14","GTD","Dominik Baumann","74","1:23.107","1:43:10.720","Green","Track","4.251","7.385","4.417","8.536","7.632","1.973","0.528","6.923","15.234","15.828","5.727","4.673","154.959"
"31","P","Felipe Nasr","79","1:15.244","1:43:16.884","Green","Track","3.851","6.290","4.019","7.946","7.044","1.841","0.495","6.425","13.680","14.236","5.235","4.182","165.289"
"99","P","Stephen Simpson","79","1:14.912","1:43:17.847","Green","Track","3.848","6.394","3.944","7.783","6.919","1.797","0.482","6.280","13.903","13.810","5.559","4.193","169.747"
"912","GTLM","Laurens Vanthoor","75","1:20.857","1:43:17.796","Green","Track","4.208","7.259","4.378","8.285","7.493","1.961","0.526","6.796","14.663","15.107","5.649","4.532","155.548"
"22","P","Pipo Derani","79","1:14.771","1:43:19.035","Green","Track","3.843","6.365","3.927","7.884","6.887","1.802","0.485","6.447","13.855","13.814","5.274","4.188","168.697"
"67","GTLM","Richard Westbrook","75","2:05.244","1:43:28.439","Green","Track","43.349","9.956","4.679","9.148","7.771","1.986","0.532","7.266","15.427","15.040","5.526","4.564","153.794"
"3","GTLM","Jan Magnussen","75","1:21.184","1:43:29.347","Green","Track","4.242","7.190","4.380","8.571","7.523","1.917","0.514","6.925","14.958","14.968","5.486","4.510","159.179"
"66","GTLM","Joey Hand","75","1:21.100","1:43:29.559","Green","Track","4.228","7.147","4.368","8.429","7.505","1.906","0.512","7.006","15.144","14.944","5.400","4.511","159.801"
"85","P","Simon Trummer","78","1:17.263","1:43:29.903","Green","Track","3.947","7.201","4.088","7.909","6.977","1.814","0.485","6.343","14.001","14.530","5.645","4.323","168.697"
"7","P","Ricky Taylor","80","1:16.698","1:43:30.053","Green","Track","3.882","6.764","4.100","8.132","6.945","1.798","0.482","6.476","13.925","14.301","5.673","4.220","169.747"
"911","GTLM","Patrick Pilet","75","1:21.546","1:43:33.978","Green","Track","4.266","7.366","4.475","8.533","7.503","1.954","0.526","7.033","14.909","14.906","5.633","4.442","155.548"
"4","GTLM","Oliver Gavin","75","1:21.824","1:43:35.044","Green","Track","4.226","7.248","4.313","8.399","7.475","1.922","0.513","7.299","15.308","15.059","5.536","4.526","159.490"
"6","P","Juan Pablo Montoya","80","1:17.681","1:43:35.229","Green","Track","3.821","6.316","4.007","7.813","6.949","1.805","0.484","6.654","15.534","14.343","5.651","4.304","169.046"
"2","P","Ryan Dalziel","78","1:17.161","1:43:36.053","Green","Track","4.189","6.984","4.057","7.952","6.956","1.824","0.490","6.661","14.320","14.210","5.286","4.232","166.976"
"15","GTD","David Heinemeier Hansson","74","1:25.598","1:43:37.802","Green","Track","4.202","7.322","4.499","8.676","7.671","2.000","0.535","7.271","16.736","16.231","5.807","4.648","152.931"
"77","P","Tristan Nunez","80","1:15.368","1:43:40.238","Green","Track","3.846","6.384","3.989","7.929","6.982","1.842","0.495","6.467","13.732","14.192","5.363","4.147","165.289"
"75","GTD","Maro Engel","58","1:22.685","1:43:41.179","Green","Track","4.313","7.366","4.412","8.527","7.667","1.991","0.533","6.921","15.143","15.347","5.824","4.641","153.505"
"58","GTD","Patrick Long","73","2:12.353","1:43:42.685","Green","Pit","4.260","7.403","4.430","8.482","7.664","1.982","0.532","6.927","15.054","15.369","6.874","53.376","153.794"
"24","GTLM","Jesse Krohn","75","1:20.645","1:43:49.253","Green","Track","4.121","7.056","4.351","8.362","7.370","1.924","0.517","6.854","14.975","15.016","5.509","4.590","158.256"
"54","P","Colin Braun","78","1:16.022","1:43:49.395","Green","Track","3.892","6.532","3.964","7.897","6.926","1.801","0.483","6.398","14.047","14.069","5.652","4.361","169.396"
"5","P","Filipe Albuquerque","80","1:16.020","1:43:56.404","Green","Track","3.902","6.717","4.135","8.050","7.071","1.845","0.497","6.508","13.897","13.786","5.374","4.238","164.624"
"63","GTD","Alessandro Balzan","73","1:22.730","1:44:01.269","Green","Track","4.335","7.368","4.412","8.460","7.667","1.998","0.536","7.035","15.295","15.326","5.750","4.548","152.646"
"96","GTD","Bill Auberlen","74","1:22.710","1:44:02.034","Green","Track","4.261","7.460","4.473","8.699","7.583","1.969","0.528","6.969","15.142","15.345","5.725","4.556","154.959"
"25","GTLM","Connor De Phillippi","76","1:20.041","1:44:03.629","Green","Track","4.074","7.079","4.215","8.377","7.282","1.890","0.509","6.945","14.731","14.862","5.640","4.437","160.743"
"10","P","Jordan Taylor","80","1:16.911","1:44:03.946","Green","Track","3.885","6.416","4.061","8.047","7.062","1.854","0.499","6.517","14.291","14.293","5.674","4.312","163.964"
"33","GTD","Jeroen Bleekemolen","73","1:23.349","1:44:05.474","Green","Track","4.278","7.421","4.445","8.438","7.731","2.005","0.536","7.367","15.187","15.644","5.675","4.622","152.646"
"86","GTD","Alvaro Parente","74","1:21.521","1:44:16.518","Green","Track","4.241","7.228","4.373","8.379","7.646","2.005","0.539","6.790","14.974","15.156","5.518","4.672","151.796"
"38","P","Kyle Masson","79","1:17.070","1:44:16.713","Green","Track","3.800","6.437","4.057","8.175","6.956","1.802","0.484","6.580","13.991","14.616","5.854","4.318","169.046"
"16","GTD","Wolf Henzler","73","1:22.539","1:44:20.503","Green","Track","4.290","7.281","4.435","8.781","7.676","1.997","0.537","6.947","15.052","15.336","5.641","4.566","152.362"
"48","GTD","Bryan Sellers","74","1:21.781","1:44:22.764","Green","Track","4.236","7.256","4.355","8.442","7.672","2.003","0.538","6.909","15.066","15.117","5.634","4.553","152.078"
"52","P","Sebastian Saavedra","80","1:17.704","1:44:26.671","Green","Track","3.904","6.588","3.977","7.805","6.979","1.821","0.490","6.829","15.367","14.362","5.316","4.266","166.976"
